🕘️更新时间,#genre#
CCTV-14 少儿,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV-14 少儿,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-14 少儿,rtsp://115.85.205.19/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
CCTV-14 少儿,rtsp://124.152.124.50/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
CCTV-14 少儿,rtsp://221.7.61.147/PLTV/88888910/224/3221225504/10000100000000060000000000107284_0.smil
CCTV-15 音乐,http://112.99.193.34:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15 音乐,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-15 音乐,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8
CCTV-15 音乐,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15 音乐,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8
CCTV-15 音乐,http://111.14.181.15:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15 音乐,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15 音乐,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8
CCTV-15 音乐,http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV-15 音乐,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV-16 奥林匹克,http://www.lizhinas.top:1009/rtp/239.252.220.237:5140
CCTV-16 奥林匹克,http://42.225.117.174:11199/tsfile/live/0015_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16 奥林匹克,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16 奥林匹克,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16 奥林匹克,rtsp://180.95.143.19/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-16 奥林匹克,rtsp://116.176.26.18/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-16 奥林匹克,rtsp://115.85.205.19/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-16 奥林匹克,rtsp://124.152.124.50/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-16 奥林匹克,rtsp://221.7.61.147/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-16 奥林匹克,rtsp://60.13.23.179/PLTV/88888910/224/3221225605/10000100000000060000000000566169_0.smil
CCTV-17 农业农村,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?v=180.171.5.8.9.6.3.9&ChannelID=cctv17&videoTVChannel=cctv17&P2PChannelID=pd://cctv_p2p_cctv17&tai=cctv1&VideoName=cctv1&channelID=cctv17
CCTV-17 农业农村,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8?key=txiptv
CCTV-17 农业农村,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV-17 农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV-17 农业农村,http://58.221.214.82:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17 农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17 农业农村,rtsp://115.85.205.19/PLTV/88888910/224/3221225612/10000100000000060000000000804195_0.smil
CCTV-17 农业农村,rtsp://124.152.124.50/PLTV/88888910/224/3221225612/10000100000000060000000000804195_0.smil
CCTV-17 农业农村,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
CCTV-17 农业农村,http://fjcm-2118.live.iptv.darwinchow.com/PLTV/88888888/224/3221226986/index.m3u8
CCTV-兵器科技,rtsp://115.153.245.70/PLTV/88888888/224/3221227004/86132185.smil
CCTV-兵器科技,rtsp://115.153.247.80/PLTV/88888888/224/3221227004/86132185.smil
CCTV-兵器科技,rtsp://115.153.222.112:554/PLTV/88888888/224/3221227004/86132185.smil
CCTV-第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
CCTV-第一剧场,rtsp://115.153.245.70/PLTV/88888888/224/3221226961/86128891.smil
CCTV-第一剧场,rtsp://115.153.247.80/PLTV/88888888/224/3221226961/86128891.smil
CCTV-第一剧场,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226961/86128891.smil
CCTV-第一剧场,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000410?AuthInfo=xxx&userid=gf001&userid=gf001
CCTV-风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
CCTV-风云剧场,rtsp://115.153.245.70/PLTV/88888888/224/3221226963/86128874.smil
CCTV-风云剧场,rtsp://115.153.247.80/PLTV/88888888/224/3221226963/86128874.smil
CCTV-风云剧场,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226963/86128874.smil
CCTV-风云剧场,rtsp://123.147.112.17:8089/04000001/01000000004000000000000000000409?AuthInfo=xxx&userid=gf001&userid=gf001
CCTV-风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8
CCTV-风云音乐,rtsp://115.153.245.70/PLTV/88888888/224/3221226994/86128897.smil
CCTV-风云音乐,rtsp://115.153.247.80/PLTV/88888888/224/3221226994/86128897.smil
CCTV-风云音乐,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226994/86128897.smil
CCTV-风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
CCTV-风云足球,rtsp://115.153.245.70/PLTV/88888888/224/3221227000/86128919.smil
CCTV-风云足球,rtsp://115.153.247.80/PLTV/88888888/224/3221227000/86128919.smil
CCTV-风云足球,rtsp://115.153.222.112:554/PLTV/88888888/224/3221227000/86128919.smil
CCTV-央视台球,http://dassby.qqff.top:99/live/央视台球/index.m3u8
CCTV-央视台球,rtsp://115.153.245.70/PLTV/88888888/224/3221226955/86106661.smil
CCTV-央视台球,rtsp://115.153.247.80/PLTV/88888888/224/3221226955/86106661.smil
CCTV-央视台球,rtsp://115.153.230.145/PLTV/88888888/224/3221226955/86106661.smil
CCTV-央视台球,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226955/86106661.smil
CCTV-怀旧剧场,http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8
CCTV-怀旧剧场,rtsp://115.153.245.70/PLTV/88888888/224/3221226996/86128881.smil
CCTV-怀旧剧场,rtsp://115.153.247.80/PLTV/88888888/224/3221226996/86128881.smil
CCTV-怀旧剧场,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226996/86128881.smil
CCTV-女性时尚,http://dassby.qqff.top:99/live/女性时尚/index.m3u8
CCTV-世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
CCTV-世界地理,rtsp://115.153.245.70/PLTV/88888888/224/3221226965/86128966.smil
CCTV-世界地理,rtsp://115.153.247.80/PLTV/88888888/224/3221226965/86128966.smil
CCTV-世界地理,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226965/86128966.smil

🌊港·澳·台,#genre#
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
TVB-翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40『线路08』
TVB-明珠台,http://122.152.202.33/s/81a8a44f/index.m3u8?id=23
TVB-明珠台,http://120.198.101.106:9901/tsfile/live/1008_1.m3u8?key=txiptv
TVB-无线新闻,http://122.152.202.33/s/81a8a44f/index.m3u8?id=21
Viutv,https://cdn.iptv8k.top/dl/jrys.php?id=78&time=20240926215313&ip=111.229.253.40
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS-新闻,http://61.221.215.25:8800/hls/9/index.m3u8
纬来体育,rtmp://60.248.77.83/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;amp;time=20240926215313&amp;amp;amp;ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;time=20240926215313&amp;amp;ip=111.229.253.40
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来育乐,rtmp://60.248.77.83/sat/tv701
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
纬来育乐,rtmp://f13h.mine.nu/sat/tv701?rtmp://f13h.mine.nu:1935:1935/sat/tv701
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森超视,rtmp://60.248.77.83/sat/tv331
东森超视,rtmp://9hv9.mine.nu/sat/tv331.flv
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森超视,rtmp://f13h.mine.nu:1935:1935/sat/tv331
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立新闻,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40

☘️广东频道,#genre#
广东珠江,http://qjrhc.jydjd.top:2911/udp/224.1.100.24:11111
广东珠江,http://live.xmcdn.com/live/252/64.m3u8
广东体育,http://qjrhc.jydjd.top:2911/udp/224.1.100.33:11111
广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.96:11111
